,numberOfJavaFiles,countLineCode/numberOfJavaFiles,SumCyclomaticStrict/CountDeclMethod,readability
googlesamples\\android-ScopedDirectoryAccess,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=4.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0011763820194468089, z=3.244545547880992, Tau=0.6043956043956044, s=55.0, var_s=277.0, slope=0.35, intercept=72.85)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0011763820194468089, z=3.244545547880992, Tau=0.6043956043956044, s=55.0, var_s=277.0, slope=0.008000000000000007, intercept=1.408)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.001554744434542954)"
googlesamples\\android-RuntimePermissions,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.004980693437294015, z=-2.808279781508652, Tau=-0.375, s=-51.0, var_s=317.0, slope=0.0, intercept=13.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.00025545891973211, z=3.6567242621826845, Tau=0.5588235294117647, s=76.0, var_s=420.6666666666667, slope=0.2831196581196572, intercept=56.350427350427346)","Mann_Kendall_Test(trend='no trend', h=False, p=0.15738146356284455, z=1.4139333813773047, Tau=0.22058823529411764, s=30.0, var_s=420.6666666666667, slope=0.0, intercept=1.4878048780487805)","Mann_Kendall_Test(trend='increasing', h=True, p=0.019124761063238793, z=2.343090157314865, Tau=0.3602941176470588, s=49.0, var_s=419.6666666666667, slope=0.0, intercept=0.0002910207639125964)"
googlesamples\\android-RevealEffectBasic,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.02331341040265511, z=-2.268259244442751, Tau=-0.14245014245014245, s=-50.0, var_s=466.6666666666667, slope=0.0, intercept=10.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.07576689400993408, z=1.7757938969760525, Tau=0.19658119658119658, s=69.0, var_s=1466.3333333333333, slope=0.0, intercept=40.6)","Mann_Kendall_Test(trend='decreasing', h=True, p=4.4932539013275985e-05, z=-4.080533053413488, Tau=-0.42735042735042733, s=-150.0, var_s=1333.3333333333333, slope=0.0, intercept=1.2280701754385963)","Mann_Kendall_Test(trend='no trend', h=False, p=0.09857428623676623, z=1.6518051120887838, Tau=0.18233618233618235, s=64.0, var_s=1454.6666666666667, slope=0.0, intercept=0.000123775185784325)"
googlesamples\\android-RepeatingAlarm,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=9.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=39.444444444444436)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.2156862745098038)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.00011969391036675207)"
googlesamples\\android-RenderScriptIntrinsic,"Mann_Kendall_Test(trend='decreasing', h=True, p=4.9208952950241525e-05, z=-4.059352630104707, Tau=-0.44, s=-143.0, var_s=1223.6666666666667, slope=0.0, intercept=9.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.5925793877723677, z=-0.535101912161723, Tau=-0.07076923076923076, s=-23.0, var_s=1690.3333333333333, slope=0.0, intercept=63.77777777777778)","Mann_Kendall_Test(trend='no trend', h=False, p=0.18850937945742174, z=1.3150015562311022, Tau=0.14461538461538462, s=47.0, var_s=1223.6666666666667, slope=0.0, intercept=1.3235294117647058)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0047807619038156, z=2.8214464459436304, Tau=0.36, s=117.0, var_s=1690.3333333333333, slope=2.3442183566444065e-05, intercept=0.00012046091727991557)"
googlesamples\\android-RecyclerView,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=10.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.005063101096843159, z=2.8029914538446294, Tau=0.21846153846153846, s=71.0, var_s=623.6666666666666, slope=0.0, intercept=48.3)","Mann_Kendall_Test(trend='increasing', h=True, p=0.005063101096843159, z=2.8029914538446294, Tau=0.21846153846153846, s=71.0, var_s=623.6666666666666, slope=0.0, intercept=1.2537313432835822)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.00010772451933007688)"
googlesamples\\android-RecipeAssistant,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=14.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=56.35714285714285)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.4772727272727273)","Mann_Kendall_Test(trend='no trend', h=False, p=0.10753773434719305, z=-1.6093595975344497, Tau=-0.07142857142857142, s=-27.0, var_s=261.0, slope=0.0, intercept=0.00010357914392703346)"
googlesamples\\android-Quiz,"Mann_Kendall_Test(trend='no trend', h=False, p=0.10662319797558628, z=-1.6135586226014313, Tau=-0.06896551724137931, s=-28.0, var_s=280.0, slope=0.0, intercept=8.0)","Mann_Kendall_Test(trend='increasing', h=True, p=2.0588934335208364e-08, z=5.606978400630532, Tau=0.6896551724137931, s=280.0, var_s=2476.0, slope=0.08333333333333333, intercept=108.45833333333333)","Mann_Kendall_Test(trend='increasing', h=True, p=5.5584962558086204e-05, z=4.030810006178981, Tau=0.39408866995073893, s=160.0, var_s=1556.0, slope=0.0, intercept=1.875)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.009023734028309915, z=-2.611153651801478, Tau=-0.2561576354679803, s=-104.0, var_s=1556.0, slope=0.0, intercept=0.0013278698170324787)"
googlesamples\\android-PermissionRequest,"Mann_Kendall_Test(trend='increasing', h=True, p=0.0011078333519969341, z=3.261605154186843, Tau=0.38095238095238093, s=80.0, var_s=586.6666666666666, slope=0.0, intercept=12.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0011078333519969341, z=3.261605154186843, Tau=0.38095238095238093, s=80.0, var_s=586.6666666666666, slope=0.0, intercept=62.16666666666666)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0011078333519969341, z=3.261605154186843, Tau=0.38095238095238093, s=80.0, var_s=586.6666666666666, slope=0.0, intercept=1.4367816091954022)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.0011078333519969341, z=-3.261605154186843, Tau=-0.38095238095238093, s=-80.0, var_s=586.6666666666666, slope=0.0, intercept=8.977043277506408e-05)"
googlesamples\\android-PdfRendererBasic,"Mann_Kendall_Test(trend='no trend', h=False, p=0.10959858339911599, z=1.6, Tau=0.07692307692307693, s=25.0, var_s=225.0, slope=0.0, intercept=3.0)","Mann_Kendall_Test(trend='increasing', h=True, p=4.383630955051565e-05, z=4.086270278679466, Tau=0.4430769230769231, s=144.0, var_s=1224.6666666666667, slope=0.0, intercept=79.33333333333333)","Mann_Kendall_Test(trend='increasing', h=True, p=0.007872155186583019, z=2.657504446973359, Tau=0.28923076923076924, s=94.0, var_s=1224.6666666666667, slope=0.0, intercept=1.4583333333333333)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
googlesamples\\android-NotificationChannels,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=84.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.4285714285714286)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
googlesamples\\android-NfcProvisioning,"Mann_Kendall_Test(trend='increasing', h=True, p=0.0012395278006505084, z=3.2296247754926877, Tau=0.39473684210526316, s=75.0, var_s=525.0, slope=0.0, intercept=12.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0006048470718469368, z=3.429431507287673, Tau=0.48947368421052634, s=93.0, var_s=719.6666666666666, slope=0.07500000000000213, intercept=55.87083333333332)","Mann_Kendall_Test(trend='increasing', h=True, p=2.9803829124208647e-05, z=4.174960095828471, Tau=0.5947368421052631, s=113.0, var_s=719.6666666666666, slope=0.0034620794114464974, intercept=1.4354646759710052)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0012395278006505084, z=3.2296247754926877, Tau=0.39473684210526316, s=75.0, var_s=525.0, slope=0.0, intercept=0.00013305652100825682)"
googlesamples\\android-NetworkConnect,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.000293404482942794, z=-3.6210546857285983, Tau=-0.36923076923076925, s=-120.0, var_s=1080.0, slope=0.0, intercept=9.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.3914566635137746, z=0.8569786870301855, Tau=0.11076923076923077, s=36.0, var_s=1668.0, slope=0.0, intercept=47.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.000293404482942794, z=3.6210546857285983, Tau=0.36923076923076925, s=120.0, var_s=1080.0, slope=0.0, intercept=1.2666666666666666)","Mann_Kendall_Test(trend='increasing', h=True, p=6.678859634234868e-07, z=4.970476384775076, Tau=0.6276923076923077, s=204.0, var_s=1668.0, slope=3.162460699160065e-05, intercept=1.1135660719850963e-05)"
googlesamples\\android-NavigationDrawer,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=10.0)","Mann_Kendall_Test(trend='decreasing', h=True, p=1.8189017048086953e-07, z=-5.21695322253178, Tau=-0.6581196581196581, s=-231.0, var_s=1943.6666666666667, slope=-0.022222222222221748, intercept=54.18888888888888)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.1733333333333331)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0001203956196687006, z=3.8453191794487926, Tau=0.39886039886039887, s=140.0, var_s=1306.6666666666667, slope=0.0, intercept=0.0003785935492487625)"
googlesamples\\android-MultiWindowPlayground,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=14.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=35.642857142857146)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.1666666666666667)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.006076726015765287)"
googlesamples\\android-MidiSynth,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=25.0)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.004310358499534983, z=-2.85450771337446, Tau=-0.5128205128205128, s=-40.0, var_s=186.66666666666666, slope=-0.010454545454545851, intercept=63.582727272727276)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.836477987421384)","Mann_Kendall_Test(trend='increasing', h=True, p=0.004310358499534983, z=2.85450771337446, Tau=0.5128205128205128, s=40.0, var_s=186.66666666666666, slope=2.658470784258984e-07, intercept=0.014690323220671745)"
googlesamples\\android-MidiScope,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=28.0)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.004310358499534983, z=-2.85450771337446, Tau=-0.5128205128205128, s=-40.0, var_s=186.66666666666666, slope=-0.003111471861472392, intercept=61.91152597402597)","Mann_Kendall_Test(trend='increasing', h=True, p=0.004310358499534983, z=2.85450771337446, Tau=0.5128205128205128, s=40.0, var_s=186.66666666666666, slope=0.0004588304223972882, intercept=1.8714985144716043)","Mann_Kendall_Test(trend='increasing', h=True, p=0.004310358499534983, z=2.85450771337446, Tau=0.5128205128205128, s=40.0, var_s=186.66666666666666, slope=2.3886688392270695e-05, intercept=0.018423526213580347)"
googlesamples\\android-MediaRouter,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=17.0)","Mann_Kendall_Test(trend='decreasing', h=True, p=1.6017735751105988e-06, z=-4.798100563686467, Tau=-0.6133333333333333, s=-184.0, var_s=1454.6666666666667, slope=-0.016806722689078617, intercept=181.96638655462183)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0007713869357615089, z=3.3628627914094493, Tau=0.3333333333333333, s=100.0, var_s=866.6666666666666, slope=0.0, intercept=1.7396449704142012)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0003243804740269418, z=3.5950089108131444, Tau=0.38, s=114.0, var_s=988.0, slope=0.0, intercept=0.0004719584403039121)"
googlesamples\\android-MediaBrowserService,"Mann_Kendall_Test(trend='no trend', h=False, p=0.889344153532768, z=0.13913413650320014, Tau=0.019943019943019943, s=7.0, var_s=1859.6666666666667, slope=0.0, intercept=17.0)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.007619331359375536, z=-2.6684888229748798, Tau=-0.3333333333333333, s=-117.0, var_s=1889.6666666666667, slope=-0.33711730306157434, intercept=138.67664258685926)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.00010076547609139119, z=-3.8887412496697644, Tau=-0.4843304843304843, s=-170.0, var_s=1888.6666666666667, slope=-0.0035885132679026378, intercept=2.2523649581970195)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0005729122431763489, z=3.4441243022338233, Tau=0.4188034188034188, s=147.0, var_s=1797.0, slope=3.3992147484027287e-06, intercept=2.3794503238819095e-05)"
googlesamples\\android-LNotifications,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.000293404482942794, z=-3.6210546857285983, Tau=-0.36923076923076925, s=-120.0, var_s=1080.0, slope=0.0, intercept=8.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.000293404482942794, z=3.6210546857285983, Tau=0.36923076923076925, s=120.0, var_s=1080.0, slope=0.0, intercept=77.5)","Mann_Kendall_Test(trend='increasing', h=True, p=0.000293404482942794, z=3.6210546857285983, Tau=0.36923076923076925, s=120.0, var_s=1080.0, slope=0.0, intercept=1.1666666666666667)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
googlesamples\\android-JobScheduler,"Mann_Kendall_Test(trend='no trend', h=False, p=0.10852641278506603, z=-1.6048518469159234, Tau=-0.07407407407407407, s=-26.0, var_s=242.66666666666666, slope=0.0, intercept=9.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.0707358575195014, z=1.807169483219107, Tau=0.23076923076923078, s=81.0, var_s=1959.6666666666667, slope=0.0, intercept=53.88888888888889)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.0001203956196687006, z=-3.8453191794487926, Tau=-0.39886039886039887, s=-140.0, var_s=1306.6666666666667, slope=0.0, intercept=1.3387096774193548)","Mann_Kendall_Test(trend='increasing', h=True, p=0.010553094807446817, z=2.557159068184848, Tau=0.2678062678062678, s=94.0, var_s=1322.6666666666667, slope=0.0, intercept=0.00040445329634369246)"
googlesamples\\android-Interpolator,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.02374139453072588, z=-2.2612885543260344, Tau=-0.1476923076923077, s=-48.0, var_s=432.0, slope=0.0, intercept=10.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0047807619038156, z=2.8214464459436304, Tau=0.36, s=117.0, var_s=1690.3333333333333, slope=0.005882352941176554, intercept=50.02647058823529)","Mann_Kendall_Test(trend='decreasing', h=True, p=4.9208952950241525e-05, z=-4.059352630104707, Tau=-0.44, s=-143.0, var_s=1223.6666666666667, slope=0.0, intercept=1.2575757575757576)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.02374139453072588, z=-2.2612885543260344, Tau=-0.1476923076923077, s=-48.0, var_s=432.0, slope=0.0, intercept=0.00010772451933007688)"
googlesamples\\android-ImmersiveMode,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=11.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=40.90909090909091)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.2539682539682542)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=9.79313812091608e-05)"
googlesamples\\android-HorizontalPaging,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.0001360264717344961, z=-3.815283865906128, Tau=-0.40923076923076923, s=-133.0, var_s=1197.0, slope=0.0, intercept=55.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.1428571428571428)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0001360264717344961, z=3.815283865906128, Tau=0.40923076923076923, s=133.0, var_s=1197.0, slope=0.0, intercept=0.002498965011909604)"
googlesamples\\android-HdrViewfinder,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=5.0)","Mann_Kendall_Test(trend='increasing', h=True, p=4.965349087449056e-07, z=5.027646968767118, Tau=0.6666666666666666, s=200.0, var_s=1566.6666666666667, slope=0.6083333333333218, intercept=159.50000000000014)","Mann_Kendall_Test(trend='increasing', h=True, p=4.965349087449056e-07, z=5.027646968767118, Tau=0.6666666666666666, s=200.0, var_s=1566.6666666666667, slope=0.004938051916275549, intercept=1.8213403919300661)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
googlesamples\\android-GridViewPager,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0.0, Tau=-0.0026455026455026454, s=-1.0, var_s=503.6666666666667, slope=0.0, intercept=3.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.020502073802960652, z=2.3170304370739143, Tau=0.1402116402116402, s=53.0, var_s=503.6666666666667, slope=0.0, intercept=64.0)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.025886258297795006, z=-2.227913881801841, Tau=-0.1349206349206349, s=-51.0, var_s=503.6666666666667, slope=0.0, intercept=1.15)","Mann_Kendall_Test(trend='increasing', h=True, p=0.025886258297795006, z=2.227913881801841, Tau=0.1349206349206349, s=51.0, var_s=503.6666666666667, slope=0.0, intercept=0.002091148092101017)"
googlesamples\\android-Geofencing,"Mann_Kendall_Test(trend='no trend', h=False, p=0.10662319797558628, z=-1.6135586226014313, Tau=-0.06896551724137931, s=-28.0, var_s=280.0, slope=0.0, intercept=8.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.013742130669364805, z=2.4639342783045604, Tau=0.30295566502463056, s=123.0, var_s=2451.6666666666665, slope=0.007148692810457516, intercept=68.0249183006536)","Mann_Kendall_Test(trend='no trend', h=False, p=0.24926047341045532, z=-1.1521474843175932, Tau=-0.1206896551724138, s=-49.0, var_s=1735.6666666666667, slope=0.0, intercept=1.5348837209302326)","Mann_Kendall_Test(trend='no trend', h=False, p=0.10662319797558628, z=1.6135586226014313, Tau=0.06896551724137931, s=28.0, var_s=280.0, slope=0.0, intercept=0.01957663334906101)"
googlesamples\\android-FloatingActionButtonBasic,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=11.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.011514249586529024, z=2.526691804648943, Tau=0.27384615384615385, s=89.0, var_s=1213.0, slope=0.0, intercept=43.45454545454545)","Mann_Kendall_Test(trend='no trend', h=False, p=0.10959858339911599, z=-1.6, Tau=-0.07692307692307693, s=-25.0, var_s=225.0, slope=0.0, intercept=1.2608695652173914)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.011514249586529024, z=-2.526691804648943, Tau=-0.27384615384615385, s=-89.0, var_s=1213.0, slope=0.0, intercept=0.0001522737623996694)"
googlesamples\\android-Flashlight,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.0002451290272538209, z=-3.667295946760846, Tau=-0.3492063492063492, s=-132.0, var_s=1276.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0002451290272538209, z=3.667295946760846, Tau=0.3492063492063492, s=132.0, var_s=1276.0, slope=0.0, intercept=81.0)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.0002451290272538209, z=-3.667295946760846, Tau=-0.3492063492063492, s=-132.0, var_s=1276.0, slope=0.0, intercept=1.15)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.0002451290272538209, z=-3.667295946760846, Tau=-0.3492063492063492, s=-132.0, var_s=1276.0, slope=0.0, intercept=0.0)"
googlesamples\\android-FingerprintDialog,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.00014576337656047045, z=-3.7981784365372926, Tau=-0.4646153846153846, s=-151.0, var_s=1559.6666666666667, slope=-0.043478260869565216, intercept=6.543478260869565)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0009301863562258816, z=3.3108332037740467, Tau=0.4553846153846154, s=148.0, var_s=1971.3333333333333, slope=1.5340909090909092, intercept=79.32386363636364)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0033135440853404585, z=2.937046506079493, Tau=0.38769230769230767, s=126.0, var_s=1811.3333333333333, slope=0.006084656084656074, intercept=1.373941798941799)","Mann_Kendall_Test(trend='decreasing', h=True, p=1.3394057285509575e-05, z=-4.35356628315849, Tau=-0.5507692307692308, s=-179.0, var_s=1671.6666666666667, slope=-1.0550345574632628e-05, intercept=0.0005825061017469236)"
googlesamples\\android-FindMyPhone,"Mann_Kendall_Test(trend='no trend', h=False, p=0.10662319797558628, z=-1.6135586226014313, Tau=-0.06896551724137931, s=-28.0, var_s=280.0, slope=0.0, intercept=4.0)","Mann_Kendall_Test(trend='increasing', h=True, p=2.8958868636408397e-09, z=5.937393699957593, Tau=0.7413793103448276, s=301.0, var_s=2553.0, slope=0.057692307692307696, intercept=73.1923076923077)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.009023734028309915, z=-2.611153651801478, Tau=-0.2561576354679803, s=-104.0, var_s=1556.0, slope=0.0, intercept=2.05)","Mann_Kendall_Test(trend='no trend', h=False, p=0.10662319797558628, z=-1.6135586226014313, Tau=-0.06896551724137931, s=-28.0, var_s=280.0, slope=0.0, intercept=0.0)"
googlesamples\\android-ElizaChat,"Mann_Kendall_Test(trend='no trend', h=False, p=0.10753773434719305, z=-1.6093595975344497, Tau=-0.07142857142857142, s=-27.0, var_s=261.0, slope=0.0, intercept=3.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.10753773434719305, z=1.6093595975344497, Tau=0.07142857142857142, s=27.0, var_s=261.0, slope=0.0, intercept=104.66666666666669)","Mann_Kendall_Test(trend='no trend', h=False, p=0.10753773434719305, z=1.6093595975344497, Tau=0.07142857142857142, s=27.0, var_s=261.0, slope=0.0, intercept=2.411764705882353)","Mann_Kendall_Test(trend='no trend', h=False, p=0.10753773434719305, z=-1.6093595975344497, Tau=-0.07142857142857142, s=-27.0, var_s=261.0, slope=0.0, intercept=0.0)"
googlesamples\\android-ElevationDrag,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=11.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.06356575330922376, z=1.8552134391239619, Tau=0.21846153846153846, s=71.0, var_s=1423.6666666666667, slope=0.0, intercept=48.72727272727273)","Mann_Kendall_Test(trend='increasing', h=True, p=0.02374139453072588, z=2.2612885543260344, Tau=0.1476923076923077, s=48.0, var_s=432.0, slope=0.0, intercept=1.2337662337662338)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=9.79313812091608e-05)"
googlesamples\\android-ElevationBasic,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=10.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.10596680287374927, z=-1.6165900418360133, Tau=-0.18461538461538463, s=-60.0, var_s=1332.0, slope=0.0, intercept=41.7)","Mann_Kendall_Test(trend='increasing', h=True, p=0.02374139453072588, z=2.2612885543260344, Tau=0.1476923076923077, s=48.0, var_s=432.0, slope=0.0, intercept=1.2413793103448276)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.00010772451933007688)"
googlesamples\\android-DrawableTinting,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=9.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.11076522956462287, z=1.5947630641475339, Tau=0.08, s=24.0, var_s=208.0, slope=0.0, intercept=54.77777777777778)","Mann_Kendall_Test(trend='no trend', h=False, p=0.11076522956462287, z=1.5947630641475339, Tau=0.08, s=24.0, var_s=208.0, slope=0.0, intercept=1.2258064516129032)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.00011969391036675207)"
googlesamples\\android-DragAndDropAcrossApps,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=20.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=51.9)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.4206349206349207)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.00010818847658811137)"
googlesamples\\android-DownloadableFonts,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=3.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=96.66666666666669)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.4666666666666666)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.1310590704282125)"
